image_path,class_name,stem
data\raw\kaggle\Tumor\Tumor- (717).jpg,Tumor,Tumor- (717)
data\raw\kaggle\Tumor\Tumor- (709).jpg,Tumor,Tumor- (709)
data\raw\kaggle\Tumor\Tumor- (1375).jpg,Tumor,Tumor- (1375)
data\raw\kaggle\Tumor\Tumor- (971).jpg,Tumor,Tumor- (971)
data\raw\kaggle\Tumor\Tumor- (2042).jpg,Tumor,Tumor- (2042)
data\raw\kaggle\Tumor\Tumor- (1136).jpg,Tumor,Tumor- (1136)
data\raw\kaggle\Tumor\Tumor- (1339).jpg,Tumor,Tumor- (1339)
data\raw\kaggle\Tumor\Tumor- (2080).jpg,Tumor,Tumor- (2080)
data\raw\kaggle\Tumor\Tumor- (1738).jpg,Tumor,Tumor- (1738)
data\raw\kaggle\Tumor\Tumor- (1595).jpg,Tumor,Tumor- (1595)
data\raw\kaggle\Tumor\Tumor- (1158).jpg,Tumor,Tumor- (1158)
data\raw\kaggle\Tumor\Tumor- (1011).jpg,Tumor,Tumor- (1011)
data\raw\kaggle\Tumor\Tumor- (1523).jpg,Tumor,Tumor- (1523)
data\raw\kaggle\Tumor\Tumor- (12).jpg,Tumor,Tumor- (12)
data\raw\kaggle\Tumor\Tumor- (783).jpg,Tumor,Tumor- (783)
data\raw\kaggle\Tumor\Tumor- (285).jpg,Tumor,Tumor- (285)
data\raw\kaggle\Tumor\Tumor- (911).jpg,Tumor,Tumor- (911)
data\raw\kaggle\Tumor\Tumor- (494).jpg,Tumor,Tumor- (494)
data\raw\kaggle\Tumor\Tumor- (1946).jpg,Tumor,Tumor- (1946)
data\raw\kaggle\Tumor\Tumor- (1757).jpg,Tumor,Tumor- (1757)
data\raw\kaggle\Tumor\Tumor- (1198).jpg,Tumor,Tumor- (1198)
data\raw\kaggle\Tumor\Tumor- (1922).jpg,Tumor,Tumor- (1922)
data\raw\kaggle\Tumor\Tumor- (1891).jpg,Tumor,Tumor- (1891)
data\raw\kaggle\Tumor\Tumor- (1693).jpg,Tumor,Tumor- (1693)
data\raw\kaggle\Tumor\Tumor- (1372).jpg,Tumor,Tumor- (1372)
data\raw\kaggle\Tumor\Tumor- (454).jpg,Tumor,Tumor- (454)
data\raw\kaggle\Tumor\Tumor- (1072).jpg,Tumor,Tumor- (1072)
data\raw\kaggle\Tumor\Tumor- (1656).jpg,Tumor,Tumor- (1656)
data\raw\kaggle\Tumor\Tumor- (1239).jpg,Tumor,Tumor- (1239)
data\raw\kaggle\Tumor\Tumor- (1378).jpg,Tumor,Tumor- (1378)
data\raw\kaggle\Tumor\Tumor- (97).jpg,Tumor,Tumor- (97)
data\raw\kaggle\Tumor\Tumor- (1904).jpg,Tumor,Tumor- (1904)
data\raw\kaggle\Tumor\Tumor- (1764).jpg,Tumor,Tumor- (1764)
data\raw\kaggle\Tumor\Tumor- (1150).jpg,Tumor,Tumor- (1150)
data\raw\kaggle\Tumor\Tumor- (749).jpg,Tumor,Tumor- (749)
data\raw\kaggle\Tumor\Tumor- (1859).jpg,Tumor,Tumor- (1859)
data\raw\kaggle\Tumor\Tumor- (1785).jpg,Tumor,Tumor- (1785)
data\raw\kaggle\Tumor\Tumor- (1005).jpg,Tumor,Tumor- (1005)
data\raw\kaggle\Tumor\Tumor- (1790).jpg,Tumor,Tumor- (1790)
data\raw\kaggle\Tumor\Tumor- (842).jpg,Tumor,Tumor- (842)
data\raw\kaggle\Tumor\Tumor- (2008).jpg,Tumor,Tumor- (2008)
data\raw\kaggle\Tumor\Tumor- (1223).jpg,Tumor,Tumor- (1223)
data\raw\kaggle\Tumor\Tumor- (2252).jpg,Tumor,Tumor- (2252)
data\raw\kaggle\Tumor\Tumor- (817).jpg,Tumor,Tumor- (817)
data\raw\kaggle\Tumor\Tumor- (1914).jpg,Tumor,Tumor- (1914)
data\raw\kaggle\Tumor\Tumor- (1270).jpg,Tumor,Tumor- (1270)
data\raw\kaggle\Tumor\Tumor- (1958).jpg,Tumor,Tumor- (1958)
data\raw\kaggle\Tumor\Tumor- (488).jpg,Tumor,Tumor- (488)
data\raw\kaggle\Tumor\Tumor- (189).jpg,Tumor,Tumor- (189)
data\raw\kaggle\Tumor\Tumor- (294).jpg,Tumor,Tumor- (294)
data\raw\kaggle\Tumor\Tumor- (1177).jpg,Tumor,Tumor- (1177)
data\raw\kaggle\Tumor\Tumor- (825).jpg,Tumor,Tumor- (825)
data\raw\kaggle\Tumor\Tumor- (570).jpg,Tumor,Tumor- (570)
data\raw\kaggle\Tumor\Tumor- (205).jpg,Tumor,Tumor- (205)
data\raw\kaggle\Tumor\Tumor- (1235).jpg,Tumor,Tumor- (1235)
data\raw\kaggle\Tumor\Tumor- (1871).jpg,Tumor,Tumor- (1871)
data\raw\kaggle\Tumor\Tumor- (1798).jpg,Tumor,Tumor- (1798)
data\raw\kaggle\Tumor\Tumor- (1575).jpg,Tumor,Tumor- (1575)
data\raw\kaggle\Tumor\Tumor- (377).jpg,Tumor,Tumor- (377)
data\raw\kaggle\Tumor\Tumor- (465).jpg,Tumor,Tumor- (465)
data\raw\kaggle\Tumor\Tumor- (1484).jpg,Tumor,Tumor- (1484)
data\raw\kaggle\Tumor\Tumor- (1716).jpg,Tumor,Tumor- (1716)
data\raw\kaggle\Tumor\Tumor- (2015).jpg,Tumor,Tumor- (2015)
data\raw\kaggle\Tumor\Tumor- (2183).jpg,Tumor,Tumor- (2183)
data\raw\kaggle\Tumor\Tumor- (1919).jpg,Tumor,Tumor- (1919)
data\raw\kaggle\Tumor\Tumor- (1885).jpg,Tumor,Tumor- (1885)
data\raw\kaggle\Tumor\Tumor- (1987).jpg,Tumor,Tumor- (1987)
data\raw\kaggle\Tumor\Tumor- (2258).jpg,Tumor,Tumor- (2258)
data\raw\kaggle\Tumor\Tumor- (1405).jpg,Tumor,Tumor- (1405)
data\raw\kaggle\Tumor\Tumor- (864).jpg,Tumor,Tumor- (864)
data\raw\kaggle\Tumor\Tumor- (2103).jpg,Tumor,Tumor- (2103)
data\raw\kaggle\Tumor\Tumor- (1186).jpg,Tumor,Tumor- (1186)
data\raw\kaggle\Tumor\Tumor- (1731).jpg,Tumor,Tumor- (1731)
data\raw\kaggle\Tumor\Tumor- (69).jpg,Tumor,Tumor- (69)
data\raw\kaggle\Tumor\Tumor- (1009).jpg,Tumor,Tumor- (1009)
data\raw\kaggle\Tumor\Tumor- (269).jpg,Tumor,Tumor- (269)
data\raw\kaggle\Tumor\Tumor- (200).jpg,Tumor,Tumor- (200)
data\raw\kaggle\Tumor\Tumor- (1690).jpg,Tumor,Tumor- (1690)
data\raw\kaggle\Tumor\Tumor- (1234).jpg,Tumor,Tumor- (1234)
data\raw\kaggle\Tumor\Tumor- (1834).jpg,Tumor,Tumor- (1834)
data\raw\kaggle\Tumor\Tumor- (1336).jpg,Tumor,Tumor- (1336)
data\raw\kaggle\Tumor\Tumor- (1483).jpg,Tumor,Tumor- (1483)
data\raw\kaggle\Tumor\Tumor- (1174).jpg,Tumor,Tumor- (1174)
data\raw\kaggle\Tumor\Tumor- (1228).jpg,Tumor,Tumor- (1228)
data\raw\kaggle\Tumor\Tumor- (1850).jpg,Tumor,Tumor- (1850)
data\raw\kaggle\Tumor\Tumor- (1073).jpg,Tumor,Tumor- (1073)
data\raw\kaggle\Tumor\Tumor- (545).jpg,Tumor,Tumor- (545)
data\raw\kaggle\Tumor\Tumor- (1722).jpg,Tumor,Tumor- (1722)
data\raw\kaggle\Tumor\Tumor- (1026).jpg,Tumor,Tumor- (1026)
data\raw\kaggle\Tumor\Tumor- (1140).jpg,Tumor,Tumor- (1140)
data\raw\kaggle\Tumor\Tumor- (1694).jpg,Tumor,Tumor- (1694)
data\raw\kaggle\Tumor\Tumor- (31).jpg,Tumor,Tumor- (31)
data\raw\kaggle\Tumor\Tumor- (1309).jpg,Tumor,Tumor- (1309)
data\raw\kaggle\Tumor\Tumor- (922).jpg,Tumor,Tumor- (922)
data\raw\kaggle\Tumor\Tumor- (279).jpg,Tumor,Tumor- (279)
data\raw\kaggle\Tumor\Tumor- (1373).jpg,Tumor,Tumor- (1373)
data\raw\kaggle\Tumor\Tumor- (1591).jpg,Tumor,Tumor- (1591)
data\raw\kaggle\Tumor\Tumor- (323).jpg,Tumor,Tumor- (323)
data\raw\kaggle\Tumor\Tumor- (1128).jpg,Tumor,Tumor- (1128)
data\raw\kaggle\Tumor\Tumor- (1078).jpg,Tumor,Tumor- (1078)
data\raw\kaggle\Tumor\Tumor- (992).jpg,Tumor,Tumor- (992)
data\raw\kaggle\Tumor\Tumor- (1773).jpg,Tumor,Tumor- (1773)
data\raw\kaggle\Tumor\Tumor- (1342).jpg,Tumor,Tumor- (1342)
data\raw\kaggle\Tumor\Tumor- (376).jpg,Tumor,Tumor- (376)
data\raw\kaggle\Tumor\Tumor- (1021).jpg,Tumor,Tumor- (1021)
data\raw\kaggle\Tumor\Tumor- (268).jpg,Tumor,Tumor- (268)
data\raw\kaggle\Tumor\Tumor- (1881).jpg,Tumor,Tumor- (1881)
data\raw\kaggle\Tumor\Tumor- (374).jpg,Tumor,Tumor- (374)
data\raw\kaggle\Tumor\Tumor- (2002).jpg,Tumor,Tumor- (2002)
data\raw\kaggle\Tumor\Tumor- (868).jpg,Tumor,Tumor- (868)
data\raw\kaggle\Tumor\Tumor- (391).jpg,Tumor,Tumor- (391)
data\raw\kaggle\Tumor\Tumor- (1419).jpg,Tumor,Tumor- (1419)
data\raw\kaggle\Tumor\Tumor- (1296).jpg,Tumor,Tumor- (1296)
data\raw\kaggle\Tumor\Tumor- (445).jpg,Tumor,Tumor- (445)
data\raw\kaggle\Tumor\Tumor- (900).jpg,Tumor,Tumor- (900)
data\raw\kaggle\Tumor\Tumor- (563).jpg,Tumor,Tumor- (563)
data\raw\kaggle\Tumor\Tumor- (198).jpg,Tumor,Tumor- (198)
data\raw\kaggle\Tumor\Tumor- (56).jpg,Tumor,Tumor- (56)
data\raw\kaggle\Tumor\Tumor- (2024).jpg,Tumor,Tumor- (2024)
data\raw\kaggle\Tumor\Tumor- (1928).jpg,Tumor,Tumor- (1928)
data\raw\kaggle\Tumor\Tumor- (39).jpg,Tumor,Tumor- (39)
data\raw\kaggle\Tumor\Tumor- (169).jpg,Tumor,Tumor- (169)
data\raw\kaggle\Tumor\Tumor- (291).jpg,Tumor,Tumor- (291)
data\raw\kaggle\Tumor\Tumor- (2245).jpg,Tumor,Tumor- (2245)
data\raw\kaggle\Tumor\Tumor- (271).jpg,Tumor,Tumor- (271)
data\raw\kaggle\Tumor\Tumor- (1909).jpg,Tumor,Tumor- (1909)
data\raw\kaggle\Tumor\Tumor- (1660).jpg,Tumor,Tumor- (1660)
data\raw\kaggle\Tumor\Tumor- (627).jpg,Tumor,Tumor- (627)
data\raw\kaggle\Tumor\Tumor- (1279).jpg,Tumor,Tumor- (1279)
data\raw\kaggle\Tumor\Tumor- (2280).jpg,Tumor,Tumor- (2280)
data\raw\kaggle\Tumor\Tumor- (2180).jpg,Tumor,Tumor- (2180)
data\raw\kaggle\Tumor\Tumor- (82).jpg,Tumor,Tumor- (82)
data\raw\kaggle\Tumor\Tumor- (1672).jpg,Tumor,Tumor- (1672)
data\raw\kaggle\Tumor\Tumor- (1237).jpg,Tumor,Tumor- (1237)
data\raw\kaggle\Tumor\Tumor- (1444).jpg,Tumor,Tumor- (1444)
data\raw\kaggle\Tumor\Tumor- (1740).jpg,Tumor,Tumor- (1740)
data\raw\kaggle\Tumor\Tumor- (1107).jpg,Tumor,Tumor- (1107)
data\raw\kaggle\Tumor\Tumor- (1326).jpg,Tumor,Tumor- (1326)
data\raw\kaggle\Tumor\Tumor- (1760).jpg,Tumor,Tumor- (1760)
data\raw\kaggle\Tumor\Tumor- (1438).jpg,Tumor,Tumor- (1438)
data\raw\kaggle\Tumor\Tumor- (2013).jpg,Tumor,Tumor- (2013)
data\raw\kaggle\Tumor\Tumor- (1040).jpg,Tumor,Tumor- (1040)
data\raw\kaggle\Tumor\Tumor- (386).jpg,Tumor,Tumor- (386)
data\raw\kaggle\Tumor\Tumor- (81).jpg,Tumor,Tumor- (81)
data\raw\kaggle\Tumor\Tumor- (2173).jpg,Tumor,Tumor- (2173)
data\raw\kaggle\Tumor\Tumor- (606).jpg,Tumor,Tumor- (606)
data\raw\kaggle\Tumor\Tumor- (9).jpg,Tumor,Tumor- (9)
data\raw\kaggle\Tumor\Tumor- (2194).jpg,Tumor,Tumor- (2194)
data\raw\kaggle\Tumor\Tumor- (1240).jpg,Tumor,Tumor- (1240)
data\raw\kaggle\Tumor\Tumor- (85).jpg,Tumor,Tumor- (85)
data\raw\kaggle\Tumor\Tumor- (1131).jpg,Tumor,Tumor- (1131)
data\raw\kaggle\Tumor\Tumor- (965).jpg,Tumor,Tumor- (965)
data\raw\kaggle\Tumor\Tumor- (1098).jpg,Tumor,Tumor- (1098)
data\raw\kaggle\Tumor\Tumor- (262).jpg,Tumor,Tumor- (262)
data\raw\kaggle\Tumor\Tumor- (1079).jpg,Tumor,Tumor- (1079)
data\raw\kaggle\Tumor\Tumor- (2155).jpg,Tumor,Tumor- (2155)
data\raw\kaggle\Tumor\Tumor- (1883).jpg,Tumor,Tumor- (1883)
data\raw\kaggle\Tumor\Tumor- (2230).jpg,Tumor,Tumor- (2230)
data\raw\kaggle\Tumor\Tumor- (2205).jpg,Tumor,Tumor- (2205)
data\raw\kaggle\Tumor\Tumor- (52).jpg,Tumor,Tumor- (52)
data\raw\kaggle\Tumor\Tumor- (1711).jpg,Tumor,Tumor- (1711)
data\raw\kaggle\Tumor\Tumor- (685).jpg,Tumor,Tumor- (685)
data\raw\kaggle\Tumor\Tumor- (941).jpg,Tumor,Tumor- (941)
data\raw\kaggle\Tumor\Tumor- (599).jpg,Tumor,Tumor- (599)
data\raw\kaggle\Tumor\Tumor- (1580).jpg,Tumor,Tumor- (1580)
data\raw\kaggle\Tumor\Tumor- (2028).jpg,Tumor,Tumor- (2028)
data\raw\kaggle\Tumor\Tumor- (1486).jpg,Tumor,Tumor- (1486)
data\raw\kaggle\Tumor\Tumor- (1539).jpg,Tumor,Tumor- (1539)
data\raw\kaggle\Tumor\Tumor- (2071).jpg,Tumor,Tumor- (2071)
data\raw\kaggle\Tumor\Tumor- (107).jpg,Tumor,Tumor- (107)
data\raw\kaggle\Tumor\Tumor- (1086).jpg,Tumor,Tumor- (1086)
data\raw\kaggle\Tumor\Tumor- (1029).jpg,Tumor,Tumor- (1029)
data\raw\kaggle\Tumor\Tumor- (318).jpg,Tumor,Tumor- (318)
data\raw\kaggle\Tumor\Tumor- (514).jpg,Tumor,Tumor- (514)
data\raw\kaggle\Tumor\Tumor- (1263).jpg,Tumor,Tumor- (1263)
data\raw\kaggle\Tumor\Tumor- (1307).jpg,Tumor,Tumor- (1307)
data\raw\kaggle\Tumor\Tumor- (1632).jpg,Tumor,Tumor- (1632)
data\raw\kaggle\Tumor\Tumor- (2255).jpg,Tumor,Tumor- (2255)
data\raw\kaggle\Tumor\Tumor- (798).jpg,Tumor,Tumor- (798)
data\raw\kaggle\Tumor\Tumor- (1615).jpg,Tumor,Tumor- (1615)
data\raw\kaggle\Tumor\Tumor- (1482).jpg,Tumor,Tumor- (1482)
data\raw\kaggle\Tumor\Tumor- (1256).jpg,Tumor,Tumor- (1256)
data\raw\kaggle\Tumor\Tumor- (2092).jpg,Tumor,Tumor- (2092)
data\raw\kaggle\Tumor\Tumor- (1334).jpg,Tumor,Tumor- (1334)
data\raw\kaggle\Tumor\Tumor- (6).jpg,Tumor,Tumor- (6)
data\raw\kaggle\Tumor\Tumor- (1954).jpg,Tumor,Tumor- (1954)
data\raw\kaggle\Tumor\Tumor- (1127).jpg,Tumor,Tumor- (1127)
data\raw\kaggle\Tumor\Tumor- (2068).jpg,Tumor,Tumor- (2068)
data\raw\kaggle\Tumor\Tumor- (1889).jpg,Tumor,Tumor- (1889)
data\raw\kaggle\Tumor\Tumor- (913).jpg,Tumor,Tumor- (913)
data\raw\kaggle\Tumor\Tumor- (653).jpg,Tumor,Tumor- (653)
data\raw\kaggle\Tumor\Tumor- (2161).jpg,Tumor,Tumor- (2161)
data\raw\kaggle\Tumor\Tumor- (88).jpg,Tumor,Tumor- (88)
data\raw\kaggle\Tumor\Tumor- (1015).jpg,Tumor,Tumor- (1015)
data\raw\kaggle\Tumor\Tumor- (964).jpg,Tumor,Tumor- (964)
data\raw\kaggle\Tumor\Tumor- (917).jpg,Tumor,Tumor- (917)
data\raw\kaggle\Tumor\Tumor- (2084).jpg,Tumor,Tumor- (2084)
data\raw\kaggle\Tumor\Tumor- (675).jpg,Tumor,Tumor- (675)
data\raw\kaggle\Tumor\Tumor- (841).jpg,Tumor,Tumor- (841)
data\raw\kaggle\Tumor\Tumor- (2282).jpg,Tumor,Tumor- (2282)
data\raw\kaggle\Tumor\Tumor- (1614).jpg,Tumor,Tumor- (1614)
data\raw\kaggle\Tumor\Tumor- (1282).jpg,Tumor,Tumor- (1282)
data\raw\kaggle\Tumor\Tumor- (1283).jpg,Tumor,Tumor- (1283)
data\raw\kaggle\Tumor\Tumor- (1526).jpg,Tumor,Tumor- (1526)
data\raw\kaggle\Tumor\Tumor- (1095).jpg,Tumor,Tumor- (1095)
data\raw\kaggle\Tumor\Tumor- (1630).jpg,Tumor,Tumor- (1630)
data\raw\kaggle\Tumor\Tumor- (1896).jpg,Tumor,Tumor- (1896)
data\raw\kaggle\Tumor\Tumor- (1156).jpg,Tumor,Tumor- (1156)
data\raw\kaggle\Tumor\Tumor- (2141).jpg,Tumor,Tumor- (2141)
data\raw\kaggle\Tumor\Tumor- (1829).jpg,Tumor,Tumor- (1829)
data\raw\kaggle\Tumor\Tumor- (258).jpg,Tumor,Tumor- (258)
data\raw\kaggle\Tumor\Tumor- (1631).jpg,Tumor,Tumor- (1631)
data\raw\kaggle\Tumor\Tumor- (2077).jpg,Tumor,Tumor- (2077)
data\raw\kaggle\Tumor\Tumor- (668).jpg,Tumor,Tumor- (668)
data\raw\kaggle\Tumor\Tumor- (805).jpg,Tumor,Tumor- (805)
data\raw\kaggle\Tumor\Tumor- (1730).jpg,Tumor,Tumor- (1730)
data\raw\kaggle\Tumor\Tumor- (411).jpg,Tumor,Tumor- (411)
data\raw\kaggle\Tumor\Tumor- (1191).jpg,Tumor,Tumor- (1191)
data\raw\kaggle\Tumor\Tumor- (820).jpg,Tumor,Tumor- (820)
data\raw\kaggle\Tumor\Tumor- (1658).jpg,Tumor,Tumor- (1658)
data\raw\kaggle\Tumor\Tumor- (1310).jpg,Tumor,Tumor- (1310)
data\raw\kaggle\Tumor\Tumor- (191).jpg,Tumor,Tumor- (191)
data\raw\kaggle\Tumor\Tumor- (461).jpg,Tumor,Tumor- (461)
data\raw\kaggle\Tumor\Tumor- (315).jpg,Tumor,Tumor- (315)
data\raw\kaggle\Tumor\Tumor- (47).jpg,Tumor,Tumor- (47)
data\raw\kaggle\Tumor\Tumor- (621).jpg,Tumor,Tumor- (621)
data\raw\kaggle\Tumor\Tumor- (176).jpg,Tumor,Tumor- (176)
data\raw\kaggle\Tumor\Tumor- (2256).jpg,Tumor,Tumor- (2256)
data\raw\kaggle\Tumor\Tumor- (498).jpg,Tumor,Tumor- (498)
data\raw\kaggle\Tumor\Tumor- (852).jpg,Tumor,Tumor- (852)
data\raw\kaggle\Tumor\Tumor- (1628).jpg,Tumor,Tumor- (1628)
data\raw\kaggle\Tumor\Tumor- (1481).jpg,Tumor,Tumor- (1481)
data\raw\kaggle\Tumor\Tumor- (330).jpg,Tumor,Tumor- (330)
data\raw\kaggle\Tumor\Tumor- (511).jpg,Tumor,Tumor- (511)
data\raw\kaggle\Tumor\Tumor- (2160).jpg,Tumor,Tumor- (2160)
data\raw\kaggle\Tumor\Tumor- (795).jpg,Tumor,Tumor- (795)
data\raw\kaggle\Tumor\Tumor- (481).jpg,Tumor,Tumor- (481)
data\raw\kaggle\Tumor\Tumor- (940).jpg,Tumor,Tumor- (940)
data\raw\kaggle\Tumor\Tumor- (1644).jpg,Tumor,Tumor- (1644)
data\raw\kaggle\Tumor\Tumor- (736).jpg,Tumor,Tumor- (736)
data\raw\kaggle\Tumor\Tumor- (567).jpg,Tumor,Tumor- (567)
data\raw\kaggle\Tumor\Tumor- (1788).jpg,Tumor,Tumor- (1788)
data\raw\kaggle\Tumor\Tumor- (1794).jpg,Tumor,Tumor- (1794)
data\raw\kaggle\Tumor\Tumor- (744).jpg,Tumor,Tumor- (744)
data\raw\kaggle\Tumor\Tumor- (242).jpg,Tumor,Tumor- (242)
data\raw\kaggle\Tumor\Tumor- (1602).jpg,Tumor,Tumor- (1602)
data\raw\kaggle\Tumor\Tumor- (854).jpg,Tumor,Tumor- (854)
data\raw\kaggle\Tumor\Tumor- (1921).jpg,Tumor,Tumor- (1921)
data\raw\kaggle\Tumor\Tumor- (1588).jpg,Tumor,Tumor- (1588)
data\raw\kaggle\Tumor\Tumor- (1895).jpg,Tumor,Tumor- (1895)
data\raw\kaggle\Tumor\Tumor- (555).jpg,Tumor,Tumor- (555)
data\raw\kaggle\Tumor\Tumor- (1351).jpg,Tumor,Tumor- (1351)
data\raw\kaggle\Tumor\Tumor- (756).jpg,Tumor,Tumor- (756)
data\raw\kaggle\Tumor\Tumor- (2169).jpg,Tumor,Tumor- (2169)
data\raw\kaggle\Tumor\Tumor- (1915).jpg,Tumor,Tumor- (1915)
data\raw\kaggle\Tumor\Tumor- (669).jpg,Tumor,Tumor- (669)
data\raw\kaggle\Tumor\Tumor- (707).jpg,Tumor,Tumor- (707)
data\raw\kaggle\Tumor\Tumor- (2114).jpg,Tumor,Tumor- (2114)
data\raw\kaggle\Tumor\Tumor- (1063).jpg,Tumor,Tumor- (1063)
data\raw\kaggle\Tumor\Tumor- (2128).jpg,Tumor,Tumor- (2128)
data\raw\kaggle\Tumor\Tumor- (384).jpg,Tumor,Tumor- (384)
data\raw\kaggle\Tumor\Tumor- (1926).jpg,Tumor,Tumor- (1926)
data\raw\kaggle\Tumor\Tumor- (468).jpg,Tumor,Tumor- (468)
data\raw\kaggle\Tumor\Tumor- (1075).jpg,Tumor,Tumor- (1075)
data\raw\kaggle\Tumor\Tumor- (1776).jpg,Tumor,Tumor- (1776)
data\raw\kaggle\Tumor\Tumor- (1888).jpg,Tumor,Tumor- (1888)
data\raw\kaggle\Tumor\Tumor- (1278).jpg,Tumor,Tumor- (1278)
data\raw\kaggle\Tumor\Tumor- (325).jpg,Tumor,Tumor- (325)
data\raw\kaggle\Tumor\Tumor- (928).jpg,Tumor,Tumor- (928)
data\raw\kaggle\Tumor\Tumor- (1355).jpg,Tumor,Tumor- (1355)
data\raw\kaggle\Tumor\Tumor- (1840).jpg,Tumor,Tumor- (1840)
data\raw\kaggle\Tumor\Tumor- (935).jpg,Tumor,Tumor- (935)
data\raw\kaggle\Tumor\Tumor- (1363).jpg,Tumor,Tumor- (1363)
data\raw\kaggle\Tumor\Tumor- (265).jpg,Tumor,Tumor- (265)
data\raw\kaggle\Tumor\Tumor- (2064).jpg,Tumor,Tumor- (2064)
data\raw\kaggle\Tumor\Tumor- (1084).jpg,Tumor,Tumor- (1084)
data\raw\kaggle\Tumor\Tumor- (1680).jpg,Tumor,Tumor- (1680)
data\raw\kaggle\Tumor\Tumor- (371).jpg,Tumor,Tumor- (371)
data\raw\kaggle\Tumor\Tumor- (350).jpg,Tumor,Tumor- (350)
data\raw\kaggle\Tumor\Tumor- (681).jpg,Tumor,Tumor- (681)
data\raw\kaggle\Tumor\Tumor- (270).jpg,Tumor,Tumor- (270)
data\raw\kaggle\Tumor\Tumor- (832).jpg,Tumor,Tumor- (832)
data\raw\kaggle\Tumor\Tumor- (985).jpg,Tumor,Tumor- (985)
data\raw\kaggle\Tumor\Tumor- (80).jpg,Tumor,Tumor- (80)
data\raw\kaggle\Tumor\Tumor- (1511).jpg,Tumor,Tumor- (1511)
data\raw\kaggle\Tumor\Tumor- (1321).jpg,Tumor,Tumor- (1321)
data\raw\kaggle\Tumor\Tumor- (1952).jpg,Tumor,Tumor- (1952)
data\raw\kaggle\Tumor\Tumor- (92).jpg,Tumor,Tumor- (92)
data\raw\kaggle\Tumor\Tumor- (1424).jpg,Tumor,Tumor- (1424)
data\raw\kaggle\Tumor\Tumor- (73).jpg,Tumor,Tumor- (73)
data\raw\kaggle\Tumor\Tumor- (2211).jpg,Tumor,Tumor- (2211)
data\raw\kaggle\Tumor\Tumor- (588).jpg,Tumor,Tumor- (588)
data\raw\kaggle\Tumor\Tumor- (1118).jpg,Tumor,Tumor- (1118)
data\raw\kaggle\Tumor\Tumor- (966).jpg,Tumor,Tumor- (966)
data\raw\kaggle\Tumor\Tumor- (1397).jpg,Tumor,Tumor- (1397)
data\raw\kaggle\Tumor\Tumor- (2115).jpg,Tumor,Tumor- (2115)
data\raw\kaggle\Tumor\Tumor- (2209).jpg,Tumor,Tumor- (2209)
data\raw\kaggle\Tumor\Tumor- (221).jpg,Tumor,Tumor- (221)
data\raw\kaggle\Tumor\Tumor- (77).jpg,Tumor,Tumor- (77)
data\raw\kaggle\Tumor\Tumor- (741).jpg,Tumor,Tumor- (741)
data\raw\kaggle\Tumor\Tumor- (722).jpg,Tumor,Tumor- (722)
data\raw\kaggle\Tumor\Tumor- (2007).jpg,Tumor,Tumor- (2007)
data\raw\kaggle\Tumor\Tumor- (368).jpg,Tumor,Tumor- (368)
data\raw\kaggle\Tumor\Tumor- (480).jpg,Tumor,Tumor- (480)
data\raw\kaggle\Tumor\Tumor- (833).jpg,Tumor,Tumor- (833)
data\raw\kaggle\Tumor\Tumor- (2082).jpg,Tumor,Tumor- (2082)
data\raw\kaggle\Tumor\Tumor- (2126).jpg,Tumor,Tumor- (2126)
data\raw\kaggle\Tumor\Tumor- (2088).jpg,Tumor,Tumor- (2088)
data\raw\kaggle\Tumor\Tumor- (1611).jpg,Tumor,Tumor- (1611)
data\raw\kaggle\Tumor\Tumor- (1000).jpg,Tumor,Tumor- (1000)
data\raw\kaggle\Tumor\Tumor- (157).jpg,Tumor,Tumor- (157)
data\raw\kaggle\Tumor\Tumor- (1739).jpg,Tumor,Tumor- (1739)
data\raw\kaggle\Tumor\Tumor- (1863).jpg,Tumor,Tumor- (1863)
data\raw\kaggle\Tumor\Tumor- (525).jpg,Tumor,Tumor- (525)
data\raw\kaggle\Tumor\Tumor- (500).jpg,Tumor,Tumor- (500)
data\raw\kaggle\Tumor\Tumor- (573).jpg,Tumor,Tumor- (573)
data\raw\kaggle\Tumor\Tumor- (1617).jpg,Tumor,Tumor- (1617)
data\raw\kaggle\Tumor\Tumor- (944).jpg,Tumor,Tumor- (944)
data\raw\kaggle\Tumor\Tumor- (1247).jpg,Tumor,Tumor- (1247)
data\raw\kaggle\Tumor\Tumor- (1706).jpg,Tumor,Tumor- (1706)
data\raw\kaggle\Tumor\Tumor- (1292).jpg,Tumor,Tumor- (1292)
data\raw\kaggle\Tumor\Tumor- (905).jpg,Tumor,Tumor- (905)
data\raw\kaggle\Tumor\Tumor- (223).jpg,Tumor,Tumor- (223)
data\raw\kaggle\Tumor\Tumor- (1318).jpg,Tumor,Tumor- (1318)
data\raw\kaggle\Tumor\Tumor- (823).jpg,Tumor,Tumor- (823)
data\raw\kaggle\Tumor\Tumor- (793).jpg,Tumor,Tumor- (793)
data\raw\kaggle\Tumor\Tumor- (948).jpg,Tumor,Tumor- (948)
data\raw\kaggle\Tumor\Tumor- (540).jpg,Tumor,Tumor- (540)
data\raw\kaggle\Tumor\Tumor- (172).jpg,Tumor,Tumor- (172)
data\raw\kaggle\Tumor\Tumor- (1112).jpg,Tumor,Tumor- (1112)
data\raw\kaggle\Tumor\Tumor- (903).jpg,Tumor,Tumor- (903)
